Instance_name, number words, number types, TTR, Letters per word, number paragraphs, number of sentences, number of words per sentence,determiners,demonstratives,number of pronouns,first person pronouns,second person pronouns,third person pronouns,conjuncts,connectives,negations,future
train_057,191,120,0.628272251,3.408376963,1,20,9.55,0.047120419,0.005235602,0.120418848,0.031413613,0.062827225,0.02617801,0,0.041884817,0.015706806,0.010471204
train_058,96,61,0.635416667,2.864583333,1,10,9.6,0.03125,0.010416667,0.020833333,0.010416667,0,0.010416667,0,0.010416667,0.020833333,0
train_059,223,126,0.565022422,3.609865471,1,15,14.86666667,0.040358744,0.004484305,0.121076233,0.098654709,0.004484305,0.01793722,0,0.053811659,0.01793722,0
train_060,219,133,0.607305936,3.598173516,1,27,8.111111111,0.059360731,0,0.109589041,0.054794521,0.03652968,0.01826484,0,0.01826484,0.01369863,0.00913242
train_061,130,88,0.676923077,3.030769231,1,9,14.44444444,0.030769231,0,0.076923077,0.053846154,0.007692308,0.015384615,0.007692308,0.038461538,0.015384615,0
train_062,422,229,0.542654028,3.753554502,1,42,10.04761905,0.063981043,0.009478673,0.101895735,0.08056872,0.004739336,0.016587678,0,0.042654028,0.016587678,0
train_063,111,78,0.702702703,3.378378378,1,18,6.166666667,0.045045045,0.009009009,0.054054054,0.009009009,0.045045045,0,0,0.009009009,0,0.009009009
train_064,318,182,0.572327044,3.704402516,1,26,12.23076923,0.06918239,0.006289308,0.125786164,0.075471698,0.028301887,0.022012579,0.003144654,0.037735849,0.018867925,0.009433962
train_065,95,67,0.705263158,3.021052632,1,9,10.55555556,0.031578947,0,0.042105263,0.021052632,0.010526316,0.010526316,0,0.021052632,0.010526316,0.010526316
train_066,104,83,0.798076923,4.615384615,1,16,6.5,0.076923077,0.028846154,0.105769231,0.048076923,0.028846154,0.028846154,0,0.009615385,0.038461538,0.019230769
train_067,224,137,0.611607143,3.5625,1,17,13.17647059,0.071428571,0.017857143,0.111607143,0.102678571,0.004464286,0.004464286,0,0.013392857,0.017857143,0.008928571
train_068,206,127,0.616504854,3.626213592,1,20,10.3,0.033980583,0.014563107,0.116504854,0.077669903,0.033980583,0.004854369,0,0.029126214,0.019417476,0.014563107
train_069,344,191,0.555232558,3.779069767,1,24,14.33333333,0.066860465,0.014534884,0.119186047,0.095930233,0.014534884,0.00872093,0,0.037790698,0.01744186,0.00872093
train_070,436,223,0.51146789,3.731651376,1,24,18.16666667,0.087155963,0.018348624,0.110091743,0.089449541,0.009174312,0.01146789,0,0.050458716,0.01146789,0.006880734
train_071,340,186,0.547058824,3.455882353,1,28,12.14285714,0.055882353,0.014705882,0.126470588,0.079411765,0.011764706,0.035294118,0.002941176,0.017647059,0.026470588,0.002941176
train_072,851,370,0.434782609,3.889541716,1,92,9.25,0.086956522,0.019976498,0.099882491,0.061104583,0.016451234,0.022326675,0.002350176,0.016451234,0.032902468,0.010575793
train_073,194,120,0.618556701,3.505154639,1,15,12.93333333,0.077319588,0,0.077319588,0.036082474,0.036082474,0.005154639,0,0.015463918,0.005154639,0
train_074,144,90,0.625,3.215277778,1,10,14.4,0.048611111,0,0.0625,0.0625,0,0,0,0.020833333,0.020833333,0
train_075,172,102,0.593023256,3.127906977,1,17,10.11764706,0.087209302,0.034883721,0.093023256,0.046511628,0.040697674,0.005813953,0,0.011627907,0.011627907,0.023255814
train_076,29,18,0.620689655,5.172413793,1,4,7.25,0.103448276,0,0.137931034,0.137931034,0,0,0,0.068965517,0,0
train_077,115,76,0.660869565,3.191304348,1,13,8.846153846,0.017391304,0,0.060869565,0.034782609,0.008695652,0.017391304,0,0.026086957,0.017391304,0
train_078,654,315,0.481651376,3.865443425,1,71,9.211267606,0.064220183,0.024464832,0.129969419,0.107033639,0.006116208,0.016819572,0,0.0382263,0.016819572,0.009174312
train_079,2099,672,0.320152454,3.624106717,1,131,16.02290076,0.086707956,0.010957599,0.170557408,0.12005717,0.026202954,0.024297284,0,0.02143878,0.020009528,0.012386851
train_080,636,316,0.496855346,3.90408805,1,89,7.146067416,0.064465409,0.014150943,0.122641509,0.094339623,0.009433962,0.018867925,0,0.045597484,0.018867925,0.004716981
train_081,165,106,0.642424242,3.315151515,1,21,7.857142857,0.018181818,0,0.103030303,0.072727273,0.006060606,0.024242424,0,0.024242424,0.036363636,0.024242424
train_082,223,131,0.587443946,3.69955157,1,35,6.371428571,0.080717489,0.00896861,0.062780269,0.035874439,0.01793722,0.00896861,0,0.004484305,0.013452915,0.004484305
train_083,123,81,0.658536585,3.18699187,1,11,11.18181818,0.040650407,0,0.040650407,0.024390244,0,0.016260163,0.008130081,0.032520325,0.008130081,0
train_084,253,169,0.66798419,3.76284585,1,30,8.433333333,0.055335968,0.019762846,0.055335968,0.019762846,0.011857708,0.023715415,0.003952569,0.019762846,0.015810277,0.003952569
train_085,467,249,0.533190578,3.927194861,1,39,11.97435897,0.077087794,0.00856531,0.100642398,0.059957173,0.025695931,0.014989293,0,0.03640257,0.017130621,0.006423983
train_086,1150,452,0.393043478,3.880869565,1,61,18.85245902,0.08173913,0.019130435,0.131304348,0.092173913,0.013913043,0.025217391,0.000869565,0.031304348,0.01826087,0.013043478
train_087,166,113,0.680722892,3.548192771,1,25,6.64,0.030120482,0,0.096385542,0.072289157,0.018072289,0.006024096,0,0.018072289,0.024096386,0.012048193
train_088,198,122,0.616161616,3.555555556,1,18,11,0.085858586,0,0.060606061,0.035353535,0.02020202,0.005050505,0,0.01010101,0,0.005050505
train_089,1468,561,0.382152589,3.951634877,1,78,18.82051282,0.074250681,0.027247956,0.140326975,0.10626703,0.014986376,0.019073569,0.000681199,0.03746594,0.021117166,0.014305177
train_090,639,319,0.499217527,3.890453834,1,57,11.21052632,0.093896714,0.018779343,0.122065728,0.062597809,0.029733959,0.029733959,0,0.029733959,0.020344288,0.010954617
train_091,296,172,0.581081081,3.75,1,21,14.0952381,0.101351351,0.027027027,0.097972973,0.067567568,0.010135135,0.02027027,0,0.064189189,0.02027027,0.006756757
train_092,126,87,0.69047619,3.19047619,1,14,9,0.031746032,0,0.055555556,0.03968254,0.007936508,0.007936508,0,0.015873016,0.023809524,0.007936508
train_093,103,69,0.669902913,3.019417476,1,12,8.583333333,0.029126214,0,0.038834951,0.029126214,0,0.009708738,0,0.019417476,0,0
train_094,573,279,0.486910995,3.872600349,1,52,11.01923077,0.102966841,0.029668412,0.07504363,0.062827225,0.008726003,0.003490401,0,0.029668412,0.019197208,0.005235602
train_095,197,122,0.61928934,3.335025381,1,22,8.954545455,0.065989848,0.010152284,0.101522843,0.045685279,0.050761421,0.005076142,0,0.010152284,0.015228426,0.010152284
train_096,566,265,0.46819788,3.756183746,1,27,20.96296296,0.093639576,0.012367491,0.148409894,0.093639576,0.030035336,0.024734982,0,0.017667845,0.012367491,0.01590106
train_097,155,102,0.658064516,3.135483871,1,17,9.117647059,0.070967742,0.006451613,0.077419355,0.025806452,0.051612903,0,0,0.012903226,0,0.006451613
train_098,227,149,0.656387665,3.696035242,1,30,7.566666667,0.092511013,0.017621145,0.052863436,0.026431718,0.008810573,0.017621145,0,0.030837004,0.017621145,0.013215859
train_099,151,93,0.61589404,3.298013245,1,22,6.863636364,0.033112583,0.006622517,0.079470199,0.072847682,0.006622517,0,0.006622517,0.033112583,0.033112583,0
train_100,148,94,0.635135135,3.702702703,1,23,6.434782609,0.067567568,0.006756757,0.074324324,0.013513514,0.060810811,0,0,0.013513514,0,0.013513514
train_101,337,158,0.46884273,3.293768546,1,11,30.63636364,0.080118694,0.017804154,0.118694362,0.109792285,0.002967359,0.005934718,0,0.047477745,0.020771513,0.008902077
train_102,265,146,0.550943396,3.528301887,1,24,11.04166667,0.064150943,0.011320755,0.120754717,0.056603774,0.060377358,0.003773585,0,0.037735849,0.018867925,0.003773585
train_103,218,154,0.706422018,3.559633028,1,14,15.57142857,0.073394495,0.004587156,0.114678899,0.096330275,0.013761468,0.004587156,0,0.032110092,0.018348624,0.02293578
train_104,363,188,0.517906336,3.622589532,1,26,13.96153846,0.068870523,0.002754821,0.1184573,0.079889807,0.016528926,0.022038567,0,0.033057851,0.013774105,0.002754821
